topic,pmid,human
CD007431,11931060,0
CD007431,11931062,0
CD007431,11931063,1
CD007431,11931066,0
CD007431,11931068,0
CD007431,11935112,0
CD007431,11957813,0
CD007431,11964642,0
CD007431,11971050,1
CD007431,11979160,0
CD007431,11979169,0
CD007431,11979172,0
CD007431,12002898,0
CD007431,12004181,0
CD007431,12015843,0
CD007431,12016348,0
CD007431,12021944,0
CD007431,12022738,0
CD007431,12027817,0
CD007431,12031745,0
CD007431,12034082,0
CD007431,12045523,0
CD007431,12045525,0
CD007431,12072860,0
CD007431,12089733,0
CD007431,12120647,0
CD007431,12131389,0
CD007431,12131428,0
CD007431,12131719,0
CD007431,12131740,0
CD007431,12131742,0
CD007431,12131748,0
CD007431,12131749,0
CD007431,12142977,0
CD007431,12149726,0
CD007431,12149929,0
CD007431,12152441,0
CD007431,12163718,0
CD007431,12163730,0
CD007431,12168957,0
CD007431,12177541,0
CD007431,12182439,0
CD007431,12186994,0
CD007431,12192437,0
CD007431,12195065,0
CD007431,12202938,0
CD007431,12208168,0
CD007431,12210362,0
CD007431,12234428,0
CD007431,12234439,0
CD007431,12235609,0
CD007431,12238396,0
CD007431,122819,0
CD007431,12296672,0
CD007431,12296694,0
CD007431,1231203,0
CD007431,12354821,0
CD007431,12362115,0
CD007431,123655,0
CD007431,12384741,0
CD007431,12384752,0
CD007431,12394664,0
CD007431,12394665,0
CD007431,12394906,0
CD007431,12394907,0
CD007431,12394920,0
CD007431,123953,0
CD007431,12397169,0
CD007431,12402294,0
CD007431,12408380,0
CD007431,12411964,0
CD007431,12427617,0
CD007431,12432809,0
CD007431,12438476,0
CD007431,12438980,0
CD007431,12439073,0
CD007431,12447088,0
CD007431,12461392,0
CD007431,12461395,0
CD007431,12461402,0
CD007431,12461403,0
CD007431,124641,0
CD007431,12468976,0
CD007431,12474752,0
CD007431,12476388,0
CD007431,12477697,0
CD007431,12486352,0
CD007431,12489347,0
CD007431,12508296,0
CD007431,12517462,0
CD007431,12518259,0
CD007431,12532591,0
CD007431,12537267,0
CD007431,12538197,0
CD007431,12541229,0
CD007431,12544950,0
CD007431,12544963,0
CD007431,12545257,0
CD007431,12548480,0
CD007431,12552212,0
CD007431,1257435,0
CD007431,12582791,0
CD007431,12585585,0
CD007431,125864,0
CD007431,12589616,0
CD007431,12592544,0
CD007431,12592546,0
CD007431,12610691,0
CD007431,12616164,0
CD007431,1262892,0
CD007431,12642766,0
CD007431,12642770,0
CD007431,1264721,0
CD007431,12663354,0
CD007431,12671361,0
CD007431,12686278,0
CD007431,12691388,0
CD007431,12698130,0
CD007431,12699367,0
CD007431,12700548,0
CD007431,1270487,0
CD007431,12709855,0
CD007431,12713858,0
CD007431,12737645,0
CD007431,12745445,0
CD007431,12746722,0
CD007431,12748111,0
CD007431,12755224,0
CD007431,12768153,0
CD007431,12772398,0
CD007431,12782871,0
CD007431,12782980,0
CD007431,12811273,0
CD007431,128126,0
CD007431,12820049,0
CD007431,12832138,0
CD007431,12836070,0
CD007431,12851085,0
CD007431,12859053,0
CD007431,12869603,0
CD007431,12881832,0
CD007431,12897499,0
CD007431,12902947,0
CD007431,12902948,0
CD007431,12902949,0
CD007431,12902951,0
CD007431,12902952,0
CD007431,12902955,0
CD007431,12902957,0
CD007431,12902960,0
CD007431,12905053,0
CD007431,12916310,0
CD007431,12917113,0
CD007431,12920567,0
CD007431,12923468,0
CD007431,12923478,0
CD007431,12925248,0
CD007431,12928996,0
CD007431,12929000,0
CD007431,12933410,0
CD007431,12938067,0
CD007431,12938578,0
CD007431,12951670,0
CD007431,12955608,0
CD007431,12955609,0
CD007431,12962295,0
CD007431,129856,0
CD007431,130216,0
CD007431,130219,0
CD007431,1308095,0
CD007431,1308970,0
CD007431,13156290,0
CD007431,1315986,0
CD007431,1315987,0
CD007431,13178525,0
CD007431,1318522,0
CD007431,13300950,0
CD007431,13336514,0
CD007431,13343481,0
CD007431,13397346,0
CD007431,1340002,0
CD007431,1345657,0
CD007431,13483395,0
CD007431,13500222,0
CD007431,135669,0
CD007431,13680028,0
CD007431,13794533,0
CD007431,1385902,0
CD007431,1387820,0
CD007431,1387821,0
CD007431,1387977,0
CD007431,1387978,0
CD007431,1388253,0
CD007431,1406196,0
CD007431,1411472,0
CD007431,14144031,0
CD007431,14159515,0
CD007431,141646,0
CD007431,14197959,0
CD007431,14246927,0
CD007431,14264293,0
CD007431,1432127,0
CD007431,14353647,0
CD007431,143603,0
CD007431,143608,0
CD007431,1440010,0
CD007431,1447574,0
CD007431,14506578,0
CD007431,14520044,0
CD007431,14526191,0
CD007431,14526193,0
CD007431,14526194,0
CD007431,14534838,0
CD007431,14560189,0
CD007431,14563144,0
CD007431,14563148,0
CD007431,14569214,0
CD007431,14579016,0
CD007431,14579019,0
CD007431,14588350,0
CD007431,14588950,0
CD007431,14589223,0
CD007431,14589262,0
CD007431,14589465,0
CD007431,14589470,0
CD007431,14589475,0
CD007431,14594653,0
CD007431,14595165,1
CD007431,14609686,0
CD007431,14609696,0
CD007431,1462206,0
CD007431,1462694,0
CD007431,14639591,0
CD007431,14639665,0
CD007431,14653598,0
CD007431,14657747,0
CD007431,14661141,0
CD007431,14663807,0
CD007431,14668658,0
CD007431,14669195,0
CD007431,146731,0
CD007431,14673412,0
CD007431,14673717,0
CD007431,14683546,0
CD007431,14694510,0
CD007431,1471007,0
CD007431,14716236,0
CD007431,14722400,0
CD007431,14733958,0
CD007431,147506,0
CD007431,14751941,0
CD007431,14767713,0
CD007431,1480271,0
CD007431,1481650,0
CD007431,14846432,0
CD007431,1485138,0
CD007431,148646,0
CD007431,1490039,0
CD007431,14968402,0
CD007431,14975411,0
CD007431,15005065,0
CD007431,15016395,0
CD007431,15016396,0
CD007431,15022534,0
CD007431,15024661,0
CD007431,15028138,0
CD007431,15029881,0
CD007431,15030799,0
CD007431,15037461,0
CD007431,15039249,0
CD007431,15082121,0
CD007431,15082979,0
CD007431,15082986,0
CD007431,15086064,0
CD007431,15087797,0
CD007431,15094547,0
CD007431,15106059,0
CD007431,15106060,0
CD007431,15106061,0
CD007431,15106062,0
CD007431,15106319,0
CD007431,15109750,0
CD007431,15113431,0
CD007431,15118028,0
CD007431,15118898,0
CD007431,15129033,0
CD007431,15129048,0
CD007431,15131439,0
CD007431,15131443,0
CD007431,15138861,0
CD007431,15144684,0
CD007431,1514885,0
CD007431,15159791,0
CD007431,151648,0
CD007431,15198496,0
CD007431,15203070,0
CD007431,15205160,0
CD007431,15211259,0
CD007431,15243608,0
CD007431,15257262,0
CD007431,15262072,0
CD007431,15264777,0
CD007431,15271245,0
CD007431,15284501,0
CD007431,15284512,0
CD007431,15291015,0
CD007431,15295761,0
CD007431,1529843,0
CD007431,15300462,0
CD007431,15309326,0
CD007431,1531544,0
CD007431,15321765,0
CD007431,1532666,0
CD007431,1532978,0
CD007431,153317,0
CD007431,1533326,0
CD007431,1533731,0
CD007431,15346301,0
CD007431,1534723,0
CD007431,1535430,0
CD007431,1535495,0
CD007431,15363423,0
CD007431,15366811,0
CD007431,15375820,0
CD007431,15383954,0
CD007431,15385879,0
CD007431,15387493,1
CD007431,1538885,0
CD007431,154060,0
CD007431,15446531,0
CD007431,15454701,0
CD007431,15457335,0
CD007431,15470619,0
CD007431,15471668,0
CD007431,15480660,0
CD007431,15481417,0
CD007431,15490256,0
CD007431,15502690,0
CD007431,15526220,0
CD007431,15534411,0
CD007431,15539069,0
CD007431,15544831,0
CD007431,15544899,0
CD007431,15546788,0
CD007431,15549419,0
CD007431,15560937,0
CD007431,15570116,0
CD007431,15570815,0
CD007431,15578361,0
CD007431,155872,0
CD007431,15587385,0
CD007431,15589441,0
CD007431,15614653,0
CD007431,15614654,0
CD007431,15615992,0
CD007431,15617221,0
CD007431,15623685,0
CD007431,1562416,0
CD007431,15627097,0
CD007431,15628049,0
CD007431,15644770,0
CD007431,15653087,0
CD007431,15681269,0
CD007431,15682017,0
CD007431,15682021,0
CD007431,15687845,0
CD007431,15699793,0
CD007431,15699797,0
CD007431,15703512,0
CD007431,15704356,0
CD007431,15704512,0
CD007431,1570708,0
CD007431,15717187,0
CD007431,15724619,0
CD007431,15725222,0
CD007431,15726030,0
CD007431,15731680,0
CD007431,15737442,0
CD007431,15738772,0
CD007431,15738773,0
CD007431,15739520,0
CD007431,15741612,0
CD007431,15744815,0
CD007431,157532,0
CD007431,15761707,0
CD007431,15771074,0
CD007431,15773160,0
CD007431,15775889,0
CD007431,15796352,0
CD007431,1579873,1
CD007431,15799188,0
CD007431,15800427,0
CD007431,15805943,0
CD007431,15805944,0
CD007431,15818717,0
CD007431,15823989,0
CD007431,15827541,0
CD007431,15830214,0
CD007431,15830972,0
CD007431,15830976,0
CD007431,15830978,0
CD007431,15830980,0
CD007431,15830983,0
CD007431,15830984,0
CD007431,15830985,0
CD007431,15830987,0
CD007431,15830989,0
CD007431,158315,0
CD007431,15834319,0
CD007431,15834326,0
CD007431,15834338,0
CD007431,15842238,0
CD007431,15842911,0
CD007431,15843972,0
CD007431,15847323,0
CD007431,15855068,0
CD007431,15856165,0
CD007431,15863078,0
CD007431,15863079,0
CD007431,15864153,0
CD007431,15871484,0
CD007431,158716,0
CD007431,15876984,0
CD007431,15885385,0
CD007431,158935,0
CD007431,15895329,0
CD007431,15895806,0
CD007431,15897832,0
CD007431,15897839,0
CD007431,15901123,0
CD007431,15905971,0
CD007431,15906040,0
CD007431,15916402,0
CD007431,15928538,0
CD007431,15931510,0
CD007431,15940017,0
CD007431,15944880,0
CD007431,15945427,0
CD007431,15948202,0
CD007431,15950691,0
CD007431,15953751,0
CD007431,15959370,0
CD007431,15965204,0
CD007431,15972911,0
CD007431,15974636,0
CD007431,15977116,0
CD007431,15977119,0
CD007431,15981682,0
CD007431,15990991,0
CD007431,15993192,0
CD007431,15996606,0
CD007431,15996608,0
CD007431,1599893,0
CD007431,16006225,0
CD007431,16010768,0
CD007431,16025024,0
CD007431,16025025,0
CD007431,16032997,0
CD007431,1603577,0
CD007431,16047210,0
CD007431,160724,0
CD007431,16075895,0
CD007431,16084804,0
CD007431,161013,0
CD007431,16103857,0
CD007431,16104486,0
CD007431,16105349,0
CD007431,16117144,0
CD007431,161216,0
CD007431,16133074,0
CD007431,1614587,0
CD007431,16163004,0
CD007431,16166880,0
CD007431,16181940,0
CD007431,16186003,0
CD007431,16189714,0
CD007431,162035,0
CD007431,162046,0
CD007431,16224798,0
CD007431,16244269,0
CD007431,162506,0
CD007431,162546,0
CD007431,162548,0
CD007431,162551,0
CD007431,16261104,0
CD007431,16261111,0
CD007431,16289310,0
CD007431,16291097,0
CD007431,16291098,0
CD007431,16291099,0
CD007431,16292635,0
CD007431,16293153,0
CD007431,1629404,0
CD007431,16302628,0
CD007431,16306832,0
CD007431,16306842,0
CD007431,16329628,0
CD007431,16336479,0
CD007431,16341632,0
CD007431,16341712,0
CD007431,16370302,0
CD007431,16371894,0
CD007431,16378132,0
CD007431,16380286,0
CD007431,163892,0
CD007431,16403662,0
CD007431,16421746,0
CD007431,16421883,0
CD007431,16435110,0
CD007431,16463199,0
CD007431,16481946,0
CD007431,1648678,0
CD007431,16498556,0
CD007431,1650099,0
CD007431,16508539,0
CD007431,16508556,0
CD007431,16517383,0
CD007431,16517389,0
CD007431,16520993,0
CD007431,16523129,0
CD007431,16538210,0
CD007431,16540876,0
CD007431,16552534,0
CD007431,16563624,0
CD007431,16568145,0
CD007431,16572563,0
CD007431,16574036,0
CD007431,16584947,0
CD007431,1659104,0
CD007431,16599418,0
CD007431,16599424,0
CD007431,16609657,0
CD007431,16609977,0
CD007431,16610549,0
CD007431,16622387,0
CD007431,16623937,0
CD007431,16625696,0
CD007431,1664544,0
CD007431,16648752,0
CD007431,16688039,0
CD007431,16688043,0
CD007431,16703971,0
CD007431,1670454,0
CD007431,16707005,0
CD007431,16708201,0
CD007431,16721297,0
CD007431,16759773,0
CD007431,16768220,0
CD007431,16770210,0
CD007431,16770212,0
CD007431,16784638,0
CD007431,16799275,0
CD007431,16807981,0
CD007431,16809191,0
CD007431,16813782,0
CD007431,16814138,0
CD007431,16815054,0
CD007431,16825999,0
CD007431,16835739,0
CD007431,16838375,0
CD007431,16847921,0
CD007431,16850291,0
CD007431,16865021,0
CD007431,16866027,0
CD007431,16875182,0
CD007431,16875453,0
CD007431,16888542,0
CD007431,16891976,0
CD007431,16896838,0
CD007431,16898245,0
CD007431,16912888,0
CD007431,16915099,0
CD007431,16915101,0
CD007431,16924209,0
CD007431,16924220,0
CD007431,16932094,0
CD007431,16934143,0
CD007431,16942433,0
CD007431,16946644,0
CD007431,16960096,0
CD007431,16963186,0
CD007431,16963315,0
CD007431,16969747,0
CD007431,16980534,0
CD007431,17014601,0
CD007431,17018332,0
CD007431,17021588,0
CD007431,17023847,0
CD007431,17023848,0
CD007431,17029517,0
CD007431,17034279,0
CD007431,17036418,0
CD007431,17043693,0
CD007431,17056974,0
CD007431,17066121,0
CD007431,17071572,0
CD007431,1707187,0
CD007431,17075165,0
CD007431,17077596,0
CD007431,17077737,0
CD007431,17084188,0
CD007431,17103230,0
CD007431,17108825,0
CD007431,17117312,0
CD007431,17121249,0
CD007431,17127065,0
CD007431,17128765,0
CD007431,17133671,0
CD007431,17138116,0
CD007431,17143983,0
CD007431,17153552,0
CD007431,17173004,0
CD007431,17176012,0
CD007431,17180400,0
CD007431,17181922,0
CD007431,17183040,0
CD007431,17188924,0
CD007431,17197339,0
CD007431,17200314,0
CD007431,17202876,0
CD007431,17203271,0
CD007431,17205771,0
CD007431,17216227,0
CD007431,17224305,0
CD007431,17224803,0
CD007431,17224806,0
CD007431,17224816,0
CD007431,17224823,0
CD007431,17224827,0
CD007431,17225000,0
CD007431,17256025,0
CD007431,17256250,0
CD007431,17266399,0
CD007431,17278033,0
CD007431,17285052,0
CD007431,17288832,0
CD007431,17296980,0
CD007431,17305674,0
CD007431,17307393,0
CD007431,17308763,0
CD007431,17313003,0
CD007431,17320730,0
CD007431,17330578,0
CD007431,17334293,0
CD007431,17334791,0
CD007431,17337916,0
CD007431,17355018,0
CD007431,17356146,0
CD007431,17361594,0
CD007431,17361610,0
CD007431,17412542,0
CD007431,17413474,0
CD007431,17414980,0
CD007431,17414981,0
CD007431,17426910,0
CD007431,17431536,0
CD007431,17436919,0
CD007431,17450066,0
CD007431,17450073,0
CD007431,17453789,0
CD007431,17457448,0
CD007431,17457805,0
CD007431,17460175,0
CD007431,17471091,0
CD007431,17482117,0
CD007431,1749470,0
CD007431,1750007,0
CD007431,17509436,0
CD007431,17525778,0
CD007431,17525785,0
CD007431,17530199,0
CD007431,17535575,0
CD007431,17539462,0
CD007431,17541606,0
CD007431,17545906,0
CD007431,17545909,0
CD007431,17545912,0
CD007431,17561740,0
CD007431,17562083,0
CD007431,17570309,0
CD007431,17570589,0
CD007431,17575763,0
CD007431,17581733,0
CD007431,17585221,0
CD007431,17587625,0
CD007431,17587776,0
CD007431,17601462,0
CD007431,17602885,0
CD007431,17607103,0
CD007431,17607105,0
CD007431,17607963,0
CD007431,17608331,0
CD007431,17613505,0
CD007431,17613510,0
CD007431,17618081,0
CD007431,1761904,0
CD007431,17619360,0
CD007431,17619420,0
CD007431,17619421,0
CD007431,17621211,0
CD007431,17621212,0
CD007431,17622060,0
CD007431,17624490,0
CD007431,17632396,0
CD007431,17633482,0
CD007431,17633484,0
CD007431,17660853,0
CD007431,17663114,0
CD007431,17668764,0
CD007431,17674295,0
CD007431,17676460,0
CD007431,17682672,0
CD007431,17695763,0
CD007431,17700446,0
CD007431,17702442,0
CD007431,17707492,0
CD007431,1771998,0
CD007431,1772018,0
CD007431,17721428,0
CD007431,17762286,0
CD007431,17762802,0
CD007431,17762803,0
CD007431,17804778,0
CD007431,17828413,0
CD007431,1783549,0
CD007431,1783555,0
CD007431,1785091,0
CD007431,17881966,0
CD007431,17882752,0
CD007431,1788427,0
CD007431,17895635,0
CD007431,17905313,0
CD007431,17905320,0
CD007431,17909209,0
CD007431,17918502,0
CD007431,17926988,0
CD007431,17939077,0
CD007431,17939078,0
CD007431,17940309,0
CD007431,17949894,0
CD007431,17952276,0
CD007431,17967201,0
CD007431,17973128,0
CD007431,17974488,0
CD007431,17977204,0
CD007431,17977762,0
CD007431,17981097,0
CD007431,17983841,0
CD007431,1798918,0
CD007431,18000690,0
CD007431,1800647,0
CD007431,18028418,0
CD007431,18038160,0
CD007431,18046663,0
CD007431,18051633,0
CD007431,18058649,0
CD007431,18064984,0
CD007431,18069067,0
CD007431,1806964,0
CD007431,18071934,0
CD007431,18077197,0
CD007431,18084782,0
CD007431,18090078,0
CD007431,18090436,0
CD007431,18091475,0
CD007431,1809517,0
CD007431,18159591,0
CD007431,1816156,0
CD007431,18163905,0
CD007431,18165746,0
CD007431,18165757,0
CD007431,18171952,0
CD007431,18175427,0
CD007431,18180557,0
CD007431,18195655,0
CD007431,18196407,0
CD007431,18197095,0
CD007431,18197105,0
CD007431,18197108,0
CD007431,18202568,0
CD007431,18207276,0
CD007431,18207554,0
CD007431,18211590,0
CD007431,18226650,0
CD007431,18229671,0
CD007431,18232277,0
CD007431,18254768,0
CD007431,18261963,0
CD007431,1826546,0
CD007431,1827051,0
CD007431,18272560,0
CD007431,18274852,0
CD007431,18277876,0
CD007431,18283458,0
CD007431,18289789,0
CD007431,18291503,0
CD007431,18295829,0
CD007431,1829781,0
CD007431,18298697,0
CD007431,1830247,0
CD007431,18303447,0
CD007431,18303458,0
CD007431,18303464,0
CD007431,1830437,0
CD007431,18304735,0
CD007431,1830690,0
CD007431,18309452,0
CD007431,1833832,0
CD007431,18340276,0
CD007431,18340368,0
CD007431,1834038,0
CD007431,18343164,0
CD007431,18349206,0
CD007431,1835156,0
CD007431,18354708,0
CD007431,18355396,0
CD007431,1836516,0
CD007431,1836551,0
CD007431,18374612,0
CD007431,18377316,0
CD007431,1838724,0
CD007431,18388720,0
CD007431,18389950,0
CD007431,1839154,0
CD007431,18391677,1
CD007431,18394495,0
CD007431,18404111,0
CD007431,18414858,0
CD007431,18418130,0
CD007431,18418137,0
CD007431,18418138,0
CD007431,18427312,0
CD007431,18427313,0
CD007431,18427318,0
CD007431,18441759,0
CD007431,1852159,0
CD007431,1862400,0
CD007431,1869942,0
CD007431,1870667,0
CD007431,1876219,0
CD007431,18784399,0
CD007431,18802295,0
CD007431,18810158,0
CD007431,1884168,0
CD007431,1894515,0
CD007431,1914418,0
CD007431,1915902,0
CD007431,1927601,0
CD007431,1948382,0
CD007431,1948392,0
CD007431,1951193,0
CD007431,1991739,0
CD007431,2027513,0
CD007431,202981,0
CD007431,2063004,0
CD007431,206669,0
CD007431,2101240,0
CD007431,2104701,0
CD007431,2138156,0
CD007431,2139310,0
CD007431,2139515,0
CD007431,2141743,0
CD007431,2143092,0
CD007431,2146754,0
CD007431,2150263,0
CD007431,2151646,0
CD007431,2151987,0
CD007431,2159986,0
CD007431,216098,0
CD007431,2167583,0
CD007431,2169226,0
CD007431,2176087,0
CD007431,2212906,0
CD007431,2218716,0
CD007431,2230187,0
CD007431,224837,0
CD007431,2266369,0
CD007431,2273409,0
CD007431,2275302,0
CD007431,2275423,0
CD007431,2278776,0
CD007431,2303509,0
CD007431,2303870,0
CD007431,2303871,0
CD007431,2312537,0
CD007431,2319192,0
CD007431,2326476,0
CD007431,2326703,0
CD007431,2329182,0
CD007431,2334280,0
CD007431,2336978,0
CD007431,2352635,0
CD007431,2357206,0
CD007431,2378733,0
CD007431,2384506,0
CD007431,2384773,0
CD007431,2396094,0
CD007431,2397046,0
CD007431,2402691,0
CD007431,2402693,0
CD007431,2402700,0
CD007431,2409171,0
CD007431,2416544,0
CD007431,2424736,0
CD007431,2463743,0
CD007431,2483632,0
CD007431,2521316,0
CD007431,2521444,0
CD007431,2524892,0
CD007431,2526416,0
CD007431,2526943,0
CD007431,2527405,0
CD007431,2527432,0
CD007431,2527938,0
CD007431,2528230,0
CD007431,2528822,0
CD007431,2528827,0
CD007431,2529144,0
CD007431,2532329,0
CD007431,2532420,0
CD007431,2534533,0
CD007431,2534593,0
CD007431,2549451,0
CD007431,2562446,0
CD007431,2606071,0
CD007431,2608145,0
CD007431,2609085,0
CD007431,2618816,0
CD007431,2624540,0
CD007431,262838,0
CD007431,2637057,0
CD007431,2637109,0
CD007431,2642230,0
CD007431,2657484,0
CD007431,2694388,0
CD007431,2711240,0
CD007431,2718047,0
CD007431,2718865,0
CD007431,2722315,0
CD007431,2727173,0
CD007431,2728877,0
CD007431,2731524,0
CD007431,2731795,0
CD007431,2740090,0
CD007431,2743656,0
CD007431,2746269,0
CD007431,2749374,0
CD007431,2750378,0
CD007431,2756317,0
CD007431,2766625,0
CD007431,2770988,0
CD007431,2775595,0
CD007431,2794627,0
CD007431,2799335,0
CD007431,2802059,0
CD007431,2805612,0
CD007431,2818155,0
CD007431,2819976,0
CD007431,2837715,0
CD007431,2876596,0
CD007431,2913004,0
CD007431,2913859,0
CD007431,2915013,0
CD007431,2915246,0
CD007431,2917056,0
CD007431,2925709,0
CD007431,2928709,0
CD007431,2931153,0
CD007431,2932794,0
CD007431,2937281,0
CD007431,2938273,0
CD007431,2940266,0
CD007431,2941950,0
CD007431,2943255,0
CD007431,2946981,0
CD007431,2949425,0
CD007431,2951048,0
CD007431,2954226,0
CD007431,2954346,0
CD007431,2954349,0
CD007431,2955983,0
CD007431,2961192,0
CD007431,2961394,0
CD007431,2963019,0
CD007431,2964725,0
CD007431,2964726,0
CD007431,2966648,0
CD007431,2967924,0
CD007431,2968667,1
